machine_id,site_session_id,domain_id,event_date,event_time,prod_category_id,prod_name,prod_qty,prod_totprice,basket_tot,hoh_most_education,census_region,household_size,hoh_oldest_age,household_income,children,racial_background,connection_speed,country_of_origin,zip_code,domain_name
67895740,75143094210938,4046669681622005860,20120331,4:54:20,21,A FINE AND BITTER SNOW A KATE SHUGAK NOVEL (KATE SHUGAK MYSTERIES) EBOOK DANA STABENOW KINDLE STORE N/A,1,7.99,12.47,99,3,2,8,5,0,1,1,0,31204,amazon.com
67895740,75143094210938,4046669681622005860,20120331,4:54:20,21,A DEEPER SLEEP A KATE SHUGAK NOVEL (KATE SHUGAK MYSTERIES) EBOOK DANA STABENOW KINDLE STORE N/A,1,7.99,12.47,99,3,2,8,5,0,1,1,0,31204,amazon.com
67895740,76250449449311,4046669681622005860,20120304,2:26:05,21,"MISSING, PRESUMED... (A LIAM CAMPBELL SHORT STORY) EBOOK DANA STABENOW KINDLE STORE N/A",1,0.99,5.47,99,3,2,8,5,0,1,1,0,31204,amazon.com
67895740,76250449449311,4046669681622005860,20120304,2:26:05,21,ON THE EVIDENCE (A LIAM CAMPBELL SHORT STORY) EBOOK DANA STABENOW KINDLE STORE N/A,1,0.99,5.47,99,3,2,8,5,0,1,1,0,31204,amazon.com
68069724,76232439894379,4046669681622005860,20120316,0:47:14,1,RITEAV - CAT5E NETWORK ETHERNET CABLE - BLUE - 100 FT. [OFFICE PRODUCT] N/A,1,7.68,36.33,99,3,1,4,2,0,1,1,0,40403,amazon.com
70259171,77531340804458,4046669681622005860,20120315,3:48:32,16,NIOXIN INTENSIVE HAIR FOLLICLE BOOSTER 3.4 OZ FOR THIN HAIR N/A,2,69.90,81.88,99,4,6,5,7,1,1,1,0,92336,amazon.com
70597986,76910844842343,4046669681622005860,20120312,16:55:32,40,"AVERY MAGNET SHEETS, 8.5 X 11 INCHES, WHITE, 5 PACK (03270) N/A",1,8.29,16.58,99,1,3,10,7,0,1,1,0,02889,amazon.com
70630306,77494991851897,4046669681622005860,20120330,18:27:51,21,THE PHANTOM TOLLBOOTH N/A,1,3.99,7.98,99,1,4,8,7,1,1,1,0,07747,amazon.com
72129885,75556656320861,4046669681622005860,20120302,16:54:41,21,TAKING A SHOT (A PLAY-BY-PLAY NOVEL) N/A,1,10.20,16.53,99,1,4,11,4,1,1,1,0,07304,amazon.com
72129885,75556656320861,4046669681622005860,20120302,16:54:41,21,THE EMPRESS' NEW CLOTHES (TRADE PAPERBACK EROTIC ROMANCE) N/A,1,6.33,16.53,99,1,4,11,4,1,1,1,0,07304,amazon.com
72129885,76658639442289,4046669681622005860,20120322,16:43:20,21,WHISPERS IN THE DARK (A KGI NOVEL) N/A,1,7.99,21.96,99,1,4,11,4,1,1,1,0,07304,amazon.com
72129885,76658639442289,4046669681622005860,20120322,16:43:20,21,NO PLACE TO RUN (A KGI NOVEL) N/A,1,7.99,21.96,99,1,4,11,4,1,1,1,0,07304,amazon.com
72129885,76658639442289,4046669681622005860,20120322,16:43:20,23,HIDDEN AWAY (A KGI NOVEL) N/A,1,5.98,21.96,99,1,4,11,4,1,1,1,0,07304,amazon.com
72129885,76944549155175,4046669681622005860,20120312,20:55:35,21,THE DARKEST HOUR (A KGI NOVEL) N/A,1,7.99,26.06,99,1,4,11,4,1,1,1,0,07304,amazon.com
72129885,76944549155175,4046669681622005860,20120312,20:55:35,16,RIDING WILD (WILD RIDERS) N/A,1,10.08,26.06,99,1,4,11,4,1,1,1,0,07304,amazon.com
72833745,74404067086708,4046669681622005860,20120325,1:22:10,21,LOVING (BAILEY FLANIGAN SERIES) EBOOK KAREN KINGSBURY KINDLE STORE N/A,1,9.99,14.47,99,2,5,7,3,1,1,1,0,46750,amazon.com
72833745,75565517050205,4046669681622005860,20120302,0:45:19,21,SISTER OF THE BRIDE EBOOK SUSAN MALLERY KINDLE STORE N/A,1,2.39,6.87,99,2,5,7,3,1,1,1,0,46750,amazon.com
72833745,75565517050205,4046669681622005860,20120302,0:45:19,21,TENDER LOVING CARE (A LITTLE TOWN IN TEXAS) EBOOK SUSAN MALLERY KINDLE STORE N/A,1,2.70,7.18,99,2,5,7,3,1,1,1,0,46750,amazon.com
73787054,76428400791904,4046669681622005860,20120305,22:45:21,17,FIGHTING TEMPTATIONS N/A,1,2.89,41.80,99,3,3,11,2,1,1,1,0,31622,amazon.com
73787054,76428400791904,4046669681622005860,20120305,22:45:21,23,BILLY GRAHAM PRESENTS -  SOMETHING TO SING ABOUT N/A,1,6.71,41.80,99,3,3,11,2,1,1,1,0,31622,amazon.com
73787054,76428400791904,4046669681622005860,20120305,22:45:21,23,THE GOSPEL (SPECIAL EDITION) N/A,1,4.33,41.80,99,3,3,11,2,1,1,1,0,31622,amazon.com
73787054,76428400791904,4046669681622005860,20120305,22:45:21,23,CHURCH THE MOVIE N/A,1,15.95,41.80,99,3,3,11,2,1,1,1,0,31622,amazon.com
75848484,76752513667425,4046669681622005860,20120306,18:22:49,21,FIFTY SHADES OF GREY EBOOK E L JAMES KINDLE STORE N/A,1,6.99,11.47,99,1,5,6,1,1,1,1,0,14470,amazon.com
75885956,77474020725104,4046669681622005860,20120321,0:52:45,23,BLACKBERRY CURVE 8530 BLACK CARBON DOOR BACK COVER N/A,1,1.14,34.67,99,3,5,1,3,1,1,1,1,42728,amazon.com
75885956,77474020725104,4046669681622005860,20120321,0:52:45,23,"PRIVACY SCREEN PROTECTOR - BLACKBERRY CURVE 8500, 8510, 8520, 8530 N/A",1,2.85,34.67,99,3,5,1,3,1,1,1,1,42728,amazon.com
75885956,77474020725104,4046669681622005860,20120321,0:52:45,13,HELLO KITTY BOW TIE SUNGLASSES (BLACK) N/A,1,12.99,34.67,99,3,5,1,3,1,1,1,1,42728,amazon.com
75885956,77474020725104,4046669681622005860,20120321,0:52:45,15,HUAWEI PILLAR M615 / PINNACLE M635 DIAMOND CRYSTAL BLING PROTECTOR CASE - PINK N/A,1,3.29,34.67,99,3,5,1,3,1,1,1,1,42728,amazon.com
77002457,76988446740839,4046669681622005860,20120312,21:33:46,21,HARD SNAP ON PLASTIC CLEAR TRANSPARENT SLEEVE FACEPLATE COVER CASE FOR HTC INSPIRE 4G (AT&T) & HTC DESIRE HD [WCE861] N/A,2,5.74,27.88,99,1,4,8,5,0,5,1,0,01970,amazon.com
77002457,76988446740839,4046669681622005860,20120312,21:33:46,2,NON-ADHESIVE FLAT BACK PEARL & RHINESTONE COLLECTION PACK-TURQUOISE N/A,1,17.61,27.88,99,1,4,8,5,0,5,1,0,01970,amazon.com
77739181,75566147244390,4046669681622005860,20120311,0:55:41,37,REMOTE CONTROLLER AND NUNCHUK NUNCHUCK COMBO BUNDLE SET N/A,1,18.63,25.89,99,1,2,5,5,1,1,1,0,14215,amazon.com
77739181,75566147244390,4046669681622005860,20120311,0:55:41,36,PREMIUM DUAL CHARGING STATION WITH LED LIGHT PLUS 2 HIGH CAPACITY RECHARGABLE REPLACEMENT BATTERY & USB CABLE FOR NINTENDO WII REMOTE CONTROL N/A,1,7.26,25.89,99,1,2,5,5,1,1,1,0,14215,amazon.com
78533371,77100993941878,4046669681622005860,20120327,17:57:57,11,A M LEONARD ARBORRAIN HYDRATOR FOR TREES AND PLANTS / 20 GALLON N/A,5,97.25,112.15,99,2,3,10,6,0,1,1,0,65809,amazon.com
78542058,75349467468133,4046669681622005860,20120310,14:49:34,21,TY COBB EBOOK CHARLES C. ALEXANDER KINDLE STORE N/A,1,1.99,6.47,99,4,2,10,7,0,1,1,0,81301,amazon.com
78542058,75349467468133,4046669681622005860,20120310,14:49:34,21,UNDER THE MARCH SUN  THE STORY OF SPRING TRAINING EBOOK CHARLES FOUNTAIN KINDLE STORE N/A,1,1.99,6.47,99,4,2,10,7,0,1,1,0,81301,amazon.com
78542058,75349467468133,4046669681622005860,20120310,14:49:34,21,"THE BIRTH OF MODERN POLITICS  ANDREW JACKSON, JOHN QUINCY ADAMS, AND THE ELECTION OF 1828 (PIVOTAL MOMENTS IN AMERICAN HISTORY) EBOOK LYNN HUDSON PARSONS KINDLE STORE N/A",1,1.99,6.47,99,4,2,10,7,0,1,1,0,81301,amazon.com
78542058,76756437569911,4046669681622005860,20120328,13:59:28,21,SANDY KOUFAX A LEFTY'S LEGACY (P.S.) EBOOK JANE LEAVY KINDLE STORE N/A,1,1.99,6.47,99,4,2,10,7,0,1,1,0,81301,amazon.com
78542058,76866387841390,4046669681622005860,20120319,3:17:47,21,FRANK THE VOICE EBOOK JAMES KAPLAN KINDLE STORE N/A,1,14.99,19.47,99,4,2,10,7,0,1,1,0,81301,amazon.com
79444943,77432185098601,4046669681622005860,20120314,0:57:51,54,CHAUVET BOB LED N/A,1,57.49,65.49,99,2,5,6,6,1,1,1,0,46628,amazon.com
79900316,74727465947506,4046669681622005860,20120323,3:55:30,16,BLUE SILICONE SKIN / CASE / COVER FOR HTC MYTOUCH 4G N/A,1,0.99,3.96,99,4,6,7,1,1,5,1,1,92084,amazon.com
79900316,77550009717104,4046669681622005860,20120321,4:13:45,34,WHITE RUBBER TOUCH HTC MYTOUCH 4G SLIDE PREMIUM DESIGN PHONE PROTECTOR HARD COVER CASE + BONUS LONG ARCH 5.5\\1 BABY BLUE PHONE CLEANING CLOTH N/A,1,5.00,29.59,99,4,6,7,1,1,5,1,1,92084,amazon.com
79900316,77550009717104,4046669681622005860,20120321,4:13:45,1,DARK BLUE HARD CASE COVER FOR HTC MYTOUCH SLIDE 4G N/A,1,0.68,29.59,99,4,6,7,1,1,5,1,1,92084,amazon.com
79900316,77550009717104,4046669681622005860,20120321,4:13:45,1,3X HTC MYTOUCH 4G SLIDE (T-MOBILE) PREMIUM CLEAR LCD SCREEN PROTECTOR COVER GUARD SHIELD PROTECTIVE FILM KIT N/A,1,2.19,29.59,99,4,6,7,1,1,5,1,1,92084,amazon.com
79900316,77550009717104,4046669681622005860,20120321,4:13:45,33,PREMIUM VERTICAL LEATHER POUCH CASE WITH BELT CLIP FOR LG MYTOUCH MY-TOUCH 4G N/A,1,2.88,29.59,99,4,6,7,1,1,5,1,1,92084,amazon.com
79900316,77550009717104,4046669681622005860,20120321,4:13:45,16,CARBON FIBER HARD CASE COVER FOR HTC MYTOUCH 4G SLIDE N/A,1,0.99,29.59,99,4,6,7,1,1,5,1,1,92084,amazon.com
79900316,77550009717104,4046669681622005860,20120321,4:13:45,1,CLEAR PROTECTOR CASE HARD PHONE COVER FOR HTC MYTOUCH 4G SLIDE N/A,1,0.24,29.59,99,4,6,7,1,1,5,1,1,92084,amazon.com
79900316,77550009717104,4046669681622005860,20120321,4:13:45,23,PURPLE RUBBERIZED COATING HARD PLASTIC CASE COVER FOR HTC MYTOUCH 4G SLIDE (T-MOBILE) N/A,1,2.90,29.59,99,4,6,7,1,1,5,1,1,92084,amazon.com
79999355,75841047564638,4046669681622005860,20120303,18:59:10,1,"WORDLOCK CL-441-BK 4-FEET 6-MM 4-DIAL NON RESETTABLE CABLE LOCK, BLACK N/A",1,6.29,29.26,99,4,3,5,2,1,3,1,0,96818,amazon.com
79999355,75841047564638,4046669681622005860,20120303,18:59:10,15,RAZOR A KICK SCOOTER (BLUE) N/A,1,22.97,29.26,99,4,3,5,2,1,3,1,0,96818,amazon.com
80939993,76406802420075,4046669681622005860,20120316,16:13:10,23,"YOU ARE STRONGER THAN YOU SEEM, BRAVER THAN YOU BELIEVE, AND SMARTER THAN YOU THINK VINYL WALL QUOTES STICKERS SAYINGS HOME ART DECOR DECAL N/A",1,10.69,89.41,99,4,2,9,3,1,1,1,0,80233,amazon.com
80939993,76406802420075,4046669681622005860,20120316,16:13:10,22,MUSIC IS NOT WHAT I DO IT'S WHO I AM VINYL WALL LETTERING STICKERS QUOTES AND SAYINGS HOME ART DECOR DECAL N/A,1,8.10,89.41,99,4,2,9,3,1,1,1,0,80233,amazon.com
80939993,76406802420075,4046669681622005860,20120316,16:13:10,17,TREBLE CLEF AND LARGE NOTES MUSIC DECOR METAL WALL ART N/A,1,15.99,89.41,99,4,2,9,3,1,1,1,0,80233,amazon.com
80939993,76406802420075,4046669681622005860,20120316,16:13:10,17,MUSIC WORD AND MUSIC NOTES METAL WALL ART DECOR N/A,1,16.99,89.41,99,4,2,9,3,1,1,1,0,80233,amazon.com
80939993,76406802420075,4046669681622005860,20120316,16:13:10,7,MUSIC TABLE LAMP N/A,1,30.00,89.41,99,4,2,9,3,1,1,1,0,80233,amazon.com
81046364,77653051183481,4046669681622005860,20120330,20:12:55,11,"400W WATT HPS GROW LIGHT BULB HIGH PRESSURE SODIUM PATIO, LAWN & GARDEN N/A",1,24.90,29.38,99,3,1,4,1,0,1,1,0,37101,amazon.com
81046364,77653051183481,4046669681622005860,20120330,20:12:55,21,400W WATT HPS GROW LIGHT BULB HIGH PRESSURE SODIUM N/A,1,24.90,43.88,99,3,1,4,1,0,1,1,0,37101,amazon.com
81095251,75867046744414,4046669681622005860,20120303,19:07:41,19,"ENFAMIL PREMIUM INFANT SINGLE-SERVE POWDER PACKETS, 9.92- OUNCE BOX N/A",1,10.99,78.95,99,1,2,4,7,0,1,1,0,10003,amazon.com
81095251,75867046744414,4046669681622005860,20120303,19:07:41,13,"ENFAMIL PREMIUM INFANT FORMULA REFILL BOX, FOR BABIES 0-12 MONTHS, 35-OUNCE N/A",2,67.96,78.95,99,1,2,4,7,0,1,1,0,10003,amazon.com
81095251,76787472601457,4046669681622005860,20120322,2:30:05,21,"TESTING FOR KINDERGARTEN SIMPLE STRATEGIES TO HELP YOUR CHILD ACE THE TESTS FOR PUBLIC SCHOOL PLACEMENT, PRIVATE SCHOOL ADMISSIONS, GIFTED PROGRAM QUALIFICATION N/A",1,10.87,10.87,99,1,2,4,7,0,1,1,0,10003,amazon.com
81095251,77155068219766,4046669681622005860,20120327,1:05:40,17,OXO GOOD GRIPS BROOM N/A,1,26.44,26.44,99,1,2,4,7,0,1,1,0,10003,amazon.com
81854290,75899014615394,4046669681622005860,20120307,2:14:27,21,TWO-CHARACTER PLAYS FOR STUDENT ACTORS A COLLECTION OF 15 ONE-ACT PLAYS N/A,2,4.90,18.88,99,1,2,3,2,1,5,1,0,07305,amazon.com
81896980,76931534164334,4046669681622005860,20120319,23:54:33,33,"SAMSUNG REPLACEMENT USB DATA CHARGING CABLE FOR SAMSUNG SPH-M330, SCH-R100, SGH-T939, AND SCH-R850 N/A",1,1.90,11.88,99,1,4,7,6,1,5,1,0,11738,amazon.com
82500188,76479542858079,4046669681622005860,20120304,17:40:30,23,"HELLO KITTY INTIMATES THE HELLO KITTY SUPER PLUSH BOOTIE IN BLUE,ACCESSORIES FOR WOMEN, LARGE,BLUE N/A",1,7.95,23.90,99,4,1,1,5,0,1,1,0,92509,amazon.com
82500188,76479560159583,4046669681622005860,20120304,3:42:02,21,THE LAST SONG N/A,1,14.49,17.47,99,4,1,1,5,0,1,1,0,92509,amazon.com
82500188,76479560159583,4046669681622005860,20120304,3:42:02,54,ROSA PARKS MY STORY N/A,1,3.99,7.98,99,4,1,1,5,0,1,1,0,92509,amazon.com
82500188,76479560159583,4046669681622005860,20120304,3:42:02,16,BODY ACCENTZT 8 BRIGHT UV BALL LABRET MONROE LIP CHIN CHEEK RING 16G N/A,1,3.99,13.37,99,4,1,1,5,0,1,1,0,92509,amazon.com
82775392,77501768143209,4046669681622005860,20120314,18:31:58,36,MURPHY'S LAW (1986) N/A,1,5.98,40.45,99,2,3,2,2,1,1,1,0,69361,amazon.com
82775392,77501768143209,4046669681622005860,20120314,18:31:58,23,THE TRAIN (1965) N/A,1,9.99,40.45,99,2,3,2,2,1,1,1,0,69361,amazon.com
82775392,77501768143209,4046669681622005860,20120314,18:31:58,23,TIME AFTER TIME N/A,1,5.39,40.45,99,2,3,2,2,1,1,1,0,69361,amazon.com
82775392,77501768143209,4046669681622005860,20120314,18:31:58,21,EMPEROR OF THE NORTH N/A,1,7.17,40.45,99,2,3,2,2,1,1,1,0,69361,amazon.com
82849236,74210933739891,4046669681622005860,20120324,17:26:12,21,"THE LIST EBOOK J.A. KONRATH, JACK KILBORN KINDLE STORE N/A",1,2.99,7.47,99,1,3,10,7,1,1,1,0,01749,amazon.com
82850503,75908847964510,4046669681622005860,20120303,3:18:51,36,UNCHARTED 2 AMONG THIEVES - GAME OF THE YEAR EDITION N/A,1,15.99,15.99,99,3,3,8,7,1,3,1,0,20677,amazon.com
82850503,77676123459961,4046669681622005860,20120330,4:03:45,36,STREET FIGHTER X TEKKEN SPECIAL EDITION N/A,1,65.60,69.59,99,3,3,8,7,1,3,1,0,20677,amazon.com
82920804,75173771088228,4046669681622005860,20120309,2:45:10,1,"2 PAIRS OF DG EYEWEAR DESIGNER SUNGLASSES BROWN, BLACK FRAME N/A",1,12.46,16.24,99,3,2,9,5,1,2,1,0,30809,amazon.com
83363590,77571358331256,4046669681622005860,20120329,20:07:41,21,A GAME OF THRONES A SONG OF ICE AND FIRE BOOK ONE EBOOK GEORGE R.R. MARTIN KINDLE STORE N/A,1,8.99,13.47,99,4,1,6,5,0,1,1,0,94952,amazon.com
83424953,76919367340385,4046669681622005860,20120306,21:49:07,14,15 INCH MACBOOK PRO UNIBODY DISPLAY LCD SCREEN 579 N/A,1,95.99,275.39,99,4,1,8,6,0,1,1,0,90503,amazon.com
83424953,76919367340385,4046669681622005860,20120306,21:49:07,4,D&G DOLCE & GABBANA MEN'S DW0754 MEDICINE MAN EXT TV CASE ANALOG BACKLIGHT MULTICOLOR DIAL WATCH N/A,1,164.00,275.39,99,4,1,8,6,0,1,1,0,90503,amazon.com
83546968,74798110871922,4046669681622005860,20120323,6:26:46,14,KUBATON 4 IN. BLACK KEYCHAIN WITH CONCEALED KNIFE N/A,1,4.90,9.94,99,4,5,1,2,1,3,1,0,92868,amazon.com
83551678,76498370171231,4046669681622005860,20120304,4:33:24,17,FLEA MARKET DECORATING CREATING STYLE WITH VINTAGE FINDS (BETTER HOMES & GARDENS) N/A,1,3.20,21.13,99,2,4,4,2,1,1,1,0,66212,amazon.com
83551678,76498370171231,4046669681622005860,20120304,4:33:24,21,JUNK BEAUTIFUL ROOM BY ROOM MAKEOVERS WITH JUNKMARKET STYLE N/A,1,9.95,21.13,99,2,4,4,2,1,1,1,0,66212,amazon.com
83764038,75687149572461,4046669681622005860,20120318,6:56:42,21,CATCHING FIRE (THE SECOND BOOK OF THE HUNGER GAMES) (9780439023498) SUZANNE COLLINS BOOKS N/A,1,10.35,14.83,99,4,3,9,6,0,1,1,0,91387,amazon.com
83764038,75687149572461,4046669681622005860,20120318,6:56:42,21,"MOCKINGJAY (THE HUNGER GAMES, BOOK 3) (9780439023511) SUZANNE COLLINS BOOKS N/A",1,9.80,14.28,99,4,3,9,6,0,1,1,0,91387,amazon.com
83764038,77775961723242,4046669681622005860,20120315,19:28:16,21,"THE ENDER'S SHADOW SERIES BOX SET ENDER'S SHADOW, SHADOW OF THE HEGEMON, SHADOW PUPPETS, SHADOW OF THE GIANT (9780765362445) ORSON SCOTT CARD BOOKS N/A",1,21.75,26.23,99,4,3,9,6,0,1,1,0,91387,amazon.com
83764038,77775961723242,4046669681622005860,20120315,19:28:16,21,"SPEAKER FOR THE DEAD (ENDER, BOOK 2) (9780812550757) ORSON SCOTT CARD BOOKS N/A",1,7.99,12.47,99,4,3,9,6,0,1,1,0,91387,amazon.com
83764038,77775961723242,4046669681622005860,20120315,19:28:16,21,"XENOCIDE (ENDER, BOOK 3) (9780812509250) ORSON SCOTT CARD BOOKS N/A",1,7.99,12.47,99,4,3,9,6,0,1,1,0,91387,amazon.com
83764038,77775961723242,4046669681622005860,20120315,19:28:16,21,"CHILDREN OF THE MIND (ENDER, BOOK 4) (9780812522396) ORSON SCOTT CARD BOOKS N/A",1,7.99,12.47,99,4,3,9,6,0,1,1,0,91387,amazon.com
84552619,74337886343523,4046669681622005860,20120308,1:52:51,21,EXTREMELY LOUD AND INCREDIBLY CLOSE A NOVEL EBOOK JONATHAN SAFRAN FOER KINDLE STORE N/A,1,7.03,11.51,99,4,4,7,6,1,1,1,0,92301,amazon.com
85005129,77629322236280,4046669681622005860,20120329,17:17:28,21,THE FAT SMASH DIET THE LAST DIET YOU'LL EVER NEED [PAPERBACK] N/A,1,5.00,11.99,99,3,4,4,1,1,2,1,0,33711,amazon.com
85058619,74587251085676,4046669681622005860,20120317,16:52:13,15,PRO PERFORMANCE SPEEDMINTON 3PK MATCH SPEEDERS N/A,1,10.19,27.38,99,4,2,11,7,0,1,1,0,98604,amazon.com
85058619,77750827159929,4046669681622005860,20120330,16:48:13,21,HOPE FOR TODAY BIBLE N/A,1,15.20,42.23,99,4,2,11,7,0,1,1,0,98604,amazon.com
85058619,77750827159929,4046669681622005860,20120330,16:48:13,23,FITNESS OVER FIFTY AN EXERCISE GUIDE FROM THE NATIONAL INSTITUTE ON AGING (WITH DVD) N/A,1,6.99,42.23,99,4,2,11,7,0,1,1,0,98604,amazon.com
85058619,77750827159929,4046669681622005860,20120330,16:48:13,21,SUCCESS IS NOT AN ACCIDENT CHANGE YOUR CHOICES; CHANGE YOUR LIFE N/A,1,11.07,42.23,99,4,2,11,7,0,1,1,0,98604,amazon.com
85058619,77750827159929,4046669681622005860,20120330,16:48:13,21,366 DAYS OF WISDOM & INSPIRATION WITH AMERICA'S SUCCESS COACH N/A,1,14.98,21.97,99,4,2,11,7,0,1,1,0,98604,amazon.com
85241959,75801585717597,4046669681622005860,20120302,3:21:12,99,MARINER HEAVY WARJACK WARMACHINE N/A,1,20.00,24.99,99,3,2,3,2,1,1,1,0,73071,amazon.com
85380662,76968486900065,4046669681622005860,20120306,3:48:22,21,LOST VOICES (LOST VOICES (TRILOGY)) EBOOK SARAH PORTER KINDLE STORE N/A,1,8.11,12.59,99,4,5,9,5,1,1,1,0,98058,amazon.com
85380662,76968486900065,4046669681622005860,20120306,3:48:22,21,DEADLY LITTLE SECRET (TOUCH) EBOOK LAURIE FARIA STOLARZ KINDLE STORE N/A,1,6.29,10.77,99,4,5,9,5,1,1,1,0,98058,amazon.com
85380662,76968486900065,4046669681622005860,20120306,3:48:22,21,ONE NIGHT IN LONDON THE TRUTH ABOUT THE DUKE EBOOK CAROLINE LINDEN KINDLE STORE N/A,1,4.99,9.47,99,4,5,9,5,1,1,1,0,98058,amazon.com
85380662,77448795525480,4046669681622005860,20120313,4:29:28,21,THE COMPLETE LDS SCRIPTURES | THE LDS QUADRUPLE COMBINATION (FULLY ILLUSTRATED EDITION) THE KING JAMES BIBLE / THE BOOK OF MORMON / THE DOCTRINE AND COVENANTS ... AND COVENANTS | THE PEARL OF GREAT PR N/A,1,2.99,7.47,99,4,5,9,5,1,1,1,0,98058,amazon.com
85781011,77191101747559,4046669681622005860,20120312,15:58:48,8,GENERIC EUREKA RR 9-PACK N/A,1,6.99,6.99,99,3,1,6,4,0,1,1,0,20874,amazon.com
85827747,75777873744230,4046669681622005860,20120311,7:13:57,33,FRONT AND BACK REUSABLE SCREEN PROTECTOR FOR APPLE IPHONE 4 (3 PACK) N/A,1,1.20,1.20,99,3,5,1,2,1,5,1,1,75238,amazon.com
86005564,77593383539049,4046669681622005860,20120314,16:05:31,34,SAMSUNG GRAVITY SMART T589 WHITE FLOWERS RUBBERIZED HARD CASE (FREE EDS SHIELD BAG) N/A,1,3.99,23.95,99,3,6,11,1,1,5,1,0,77062,amazon.com
86005564,77593383539049,4046669681622005860,20120314,16:05:31,33,"GTMAX MINI BLUETOOTH HANDSFREE HEADSET FOR SAMSUNG AT&T GALAXY S II SGH-I777, T-MOBILE SGH-T989, EPIC 4G TOUCH GALAXY S 2, UNLOCKED CELL PHONE, GRAVITY TXT, CONVOY 2, CONQUER 4G, CHARACTER, ADMIRE, EX N/A",1,12.99,23.95,99,3,6,11,1,1,5,1,0,77062,amazon.com
86076799,76682767831392,4046669681622005860,20120305,20:34:57,21,BOX SET VAMPIRE LOVE STORY SERIES (FIVE ROMANCE NOVELS) EBOOK H.T. NIGHT KINDLE STORE N/A,1,2.99,7.47,99,3,3,3,5,1,1,1,0,72714,amazon.com
86234973,77876748685674,4046669681622005860,20120315,22:42:03,23,"MCDOUGAL LITTELL MATH COURSE 1 BENCHMARK TESTS (BENCHMARK TESTS, PRE-COURSE, MID-YEAR AND END-OF-YEAR COURSE TESTS, CH. TESTS, AND CORRELATION TO REMEDIATION BOOK) N/A",1,17.99,21.98,99,3,3,10,7,1,1,1,0,20850,amazon.com
